brand,region,city,location_type,event_type,start_date,end_date,lease_length_days,sku,product_name,price_usd,avg_daily_footfall,units_sold,sell_through_pct,sold per day,Total Revenue,Total Visitors 
Valentino Beauty,Middle East,Abu Dhabi,Luxury Mall,Shop-in-Shop,1/23/25,3/8/25,44,LE-IP8Q1OAE,Valentino Beauty Opulence Mascara,57.67,1422,2765,73.25,62.84090909,159457.55,62568
Bobbi Brown,Europe,Paris,High-Street,Mall Kiosk,5/26/24,8/17/24,83,LE-18AYKHZM,Bobbi Brown Velvet Primer,83.25,2313,2453,85.44,29.55421687,204212.25,191979
Shiseido,Asia-Pacific,Tokyo,Airport Duty-Free,Mobile Pop-Up Truck,6/20/24,8/23/24,64,LE-RWKPE5CQ,Shiseido Opulence Mascara,52.54,1922,4023,93.91,62.859375,211368.42,123008
Tom Ford Beauty,Europe,Madrid,Luxury Mall,Flash Event,5/29/25,6/29/25,31,LE-2LKW57MA,Tom Ford Beauty Lumière Mascara,34.91,1238,1543,80.2,49.77419355,53866.13,38378
NARS,Europe,Madrid,Airport Duty-Free,Standalone Pop-Up,3/19/25,4/16/25,28,LE-YKTDM6NZ,NARS Opulence Eyeshadow Palette,63.91,1170,4154,83.28,148.3571429,265482.14,32760
Fenty Beauty,Middle East,Doha,Art/Design District,Flash Event,5/5/25,7/9/25,65,LE-D4KIJSHX,Fenty Beauty Satin Highlighter,35.11,1092,442,55.11,6.8,15518.62,70980
Dior,Europe,Milan,Luxury Mall,Mobile Pop-Up Truck,5/21/24,7/21/24,61,LE-ZQI0MMRX,Dior Velvet Foundation,51.36,1641,1508,54.96,24.72131148,77450.88,100101
Valentino Beauty,Europe,Berlin,Department Store Atrium,Standalone Pop-Up,6/23/24,7/7/24,14,LE-38S54692,Valentino Beauty Velvet Blush,31.71,1474,3126,87.27,223.2857143,99125.46,20636
Givenchy Beauty,Middle East,Doha,High-Street,Shop-in-Shop,6/8/25,8/3/25,56,LE-56L5DOQ9,Givenchy Beauty Rouge Fragrance,383.36,2463,1495,84.08,26.69642857,573123.2,137928
Chanel,Latin America,São Paulo,Luxury Mall,Mall Kiosk,12/8/24,12/25/24,17,LE-B61TDDQE,Chanel Mirage Serum,298.3,862,285,72.15,16.76470588,85015.5,14654
Armani Beauty,Europe,Madrid,Airport Duty-Free,Flash Event,3/31/24,4/9/24,9,LE-C671WDN1,Armani Beauty Lumière Primer,71.52,1666,1121,64.91,124.5555556,80173.92,14994
Tom Ford Beauty,Europe,Paris,High-Street,Flash Event,6/14/24,8/5/24,52,LE-WQ93FYL1,Tom Ford Beauty Rouge Mascara,62.29,1673,1487,69.49,28.59615385,92625.23,86996
Tom Ford Beauty,Middle East,Riyadh,Department Store Atrium,Standalone Pop-Up,2/10/25,3/15/25,33,LE-W315DFRU,Tom Ford Beauty Mirage Highlighter,62.29,1837,179,51.73,5.424242424,11149.91,60621
YSL Beauty,Asia-Pacific,Tokyo,Department Store Atrium,Mobile Pop-Up Truck,2/13/25,2/22/25,9,LE-FZOC6HQD,YSL Beauty Éclat Eyeshadow Palette,50.26,752,766,76.37,85.11111111,38499.16,6768
YSL Beauty,Asia-Pacific,Hong Kong,Art/Design District,Mobile Pop-Up Truck,9/10/24,10/20/24,40,LE-I75E7ZUD,YSL Beauty Velvet Blush,67.83,1069,425,88.73,10.625,28827.75,42760
Chanel,North America,New York,Luxury Mall,Shop-in-Shop,3/29/25,5/19/25,51,LE-BHFEROJC,Chanel Opulence Highlighter,41.47,847,1791,85.29,35.11764706,74272.77,43197
Clé de Peau Beauté,Asia-Pacific,Seoul,Luxury Mall,Mall Kiosk,11/12/24,12/15/24,33,LE-SWUSLZYP,Clé de Peau Beauté Satin Highlighter,76.05,884,3501,82.42,106.0909091,266251.05,29172
MAC Cosmetics,Europe,Paris,Luxury Mall,Standalone Pop-Up,3/14/24,5/4/24,51,LE-9LT0LUIQ,MAC Cosmetics Opulence Foundation,74.13,627,2704,61.25,53.01960784,200447.52,31977
NARS,Latin America,Bogotá,Art/Design District,Standalone Pop-Up,9/23/24,10/17/24,24,LE-9D8VZVAZ,NARS Opulence Mascara,58.01,1071,1336,84.93,55.66666667,77501.36,25704
Guerlain,Middle East,Riyadh,Department Store Atrium,Flash Event,11/24/24,1/12/25,49,LE-S4MZYIBW,Guerlain Rouge Blush,64.61,800,1723,58.99,35.16326531,111323.03,39200
Huda Beauty,Latin America,Mexico City,Department Store Atrium,Mall Kiosk,5/5/25,7/12/25,68,LE-ZFH3JYID,Huda Beauty Glow Lipstick,69.46,1228,3181,79.17,46.77941176,220952.26,83504
Lancôme,Asia-Pacific,Seoul,Airport Duty-Free,Standalone Pop-Up,2/22/25,3/13/25,19,LE-UKW59GEG,Lancôme Rouge Mascara,45.72,1825,3595,79.36,189.2105263,164363.4,34675
Bobbi Brown,Latin America,Mexico City,Luxury Mall,Standalone Pop-Up,4/14/25,7/11/25,88,LE-AVI8SXLF,Bobbi Brown Glow Primer,54.63,1591,1498,79.3,17.02272727,81835.74,140008
Chanel,Asia-Pacific,Seoul,High-Street,Mobile Pop-Up Truck,6/28/24,9/18/24,82,LE-6567QMCW,Chanel Velvet Foundation,106.85,1285,1267,85.26,15.45121951,135378.95,105370
Pat McGrath Labs,Middle East,Dubai,High-Street,Shop-in-Shop,7/12/24,8/3/24,22,LE-JE52I48Q,Pat McGrath Labs Mirage Primer,62.22,1012,515,100,23.40909091,32043.3,22264
Clé de Peau Beauté,Middle East,Jeddah,Airport Duty-Free,Mobile Pop-Up Truck,7/2/25,8/7/25,36,LE-9FDQP2WB,Clé de Peau Beauté Rouge Eyeshadow Palette,149.59,1730,2181,91.14,60.58333333,326255.79,62280
Hermès Beauty,North America,Miami,Airport Duty-Free,Flash Event,8/6/24,10/28/24,83,LE-G06UE9L6,Hermès Beauty Satin Mascara,44.57,1189,2923,97.27,35.21686747,130278.11,98687
YSL Beauty,North America,Los Angeles,Luxury Mall,Standalone Pop-Up,3/28/25,6/2/25,66,LE-U7KK051H,YSL Beauty Rouge Lipstick,66.42,1428,2710,74.68,41.06060606,179998.2,94248
Armani Beauty,Europe,Paris,High-Street,Mall Kiosk,7/25/25,8/4/25,10,LE-TSBNNDOF,Armani Beauty Glow Setting Powder,59.89,1846,2800,62.28,280,167692,18460
La Prairie,Asia-Pacific,Tokyo,High-Street,Flash Event,8/17/24,11/13/24,88,LE-HFFQ1P7T,La Prairie Velvet Fragrance,332,2665,2323,55.61,26.39772727,771236,234520
Tom Ford Beauty,Latin America,Mexico City,Art/Design District,Mall Kiosk,6/28/25,7/5/25,7,LE-ZDVWDF7T,Tom Ford Beauty Éclat Lipstick,64.22,1275,2700,96.81,385.7142857,173394,8925
Rare Beauty,North America,Toronto,Art/Design District,Mobile Pop-Up Truck,2/1/25,3/25/25,52,LE-0X9O1Z69,Rare Beauty Noir Eyeshadow Palette,130.34,854,2694,100,51.80769231,351135.96,44408
Sisley-Paris,Europe,London,Art/Design District,Mobile Pop-Up Truck,5/27/24,8/10/24,75,LE-W15U2MS0,Sisley-Paris Noir Eyeshadow Palette,144.63,980,1852,72.23,24.69333333,267854.76,73500
Tom Ford Beauty,Asia-Pacific,Seoul,Department Store Atrium,Mall Kiosk,9/6/24,11/4/24,59,LE-TUSUYKFN,Tom Ford Beauty Noir Blush,67.09,925,107,40.23,1.813559322,7178.63,54575
MAC Cosmetics,Latin America,Mexico City,Department Store Atrium,Flash Event,10/4/24,11/2/24,29,LE-NKOVXMO6,MAC Cosmetics Éclat Lipstick,55.47,1179,3096,83.38,106.7586207,171735.12,34191
Charlotte Tilbury,Europe,Madrid,Department Store Atrium,Mall Kiosk,6/15/24,8/31/24,77,LE-4NYC0130,Charlotte Tilbury Éclat Primer,78.62,640,3104,85.02,40.31168831,244036.48,49280
MAC Cosmetics,North America,Toronto,Art/Design District,Standalone Pop-Up,6/3/24,7/1/24,28,LE-A11GNP7Z,MAC Cosmetics Glow Fragrance,104.09,1206,1009,60.67,36.03571429,105026.81,33768
Givenchy Beauty,Asia-Pacific,Singapore,Airport Duty-Free,Flash Event,8/20/24,10/28/24,69,LE-5UTFNFL3,Givenchy Beauty Lumière Setting Powder,71.03,2232,1575,78.63,22.82608696,111872.25,154008
Chanel,Asia-Pacific,Hong Kong,Department Store Atrium,Flash Event,6/20/25,8/3/25,44,LE-BQMOE4R3,Chanel Éclat Eyeshadow Palette,139.61,886,3595,77.01,81.70454545,501897.95,38984
Lancôme,Middle East,Doha,Art/Design District,Mall Kiosk,5/12/24,5/22/24,10,LE-M4571NCI,Lancôme Éclat Blush,52.03,737,392,49.06,39.2,20395.76,7370
Charlotte Tilbury,Latin America,Lima,High-Street,Mobile Pop-Up Truck,5/21/25,6/6/25,16,LE-GHSYHD9U,Charlotte Tilbury Noir Eyeshadow Palette,66.94,1649,1416,66.7,88.5,94787.04,26384
Armani Beauty,Middle East,Jeddah,High-Street,Standalone Pop-Up,8/6/24,9/19/24,44,LE-NME63AYA,Armani Beauty Satin Blush,53.64,2896,795,99.13,18.06818182,42643.8,127424
Armani Beauty,Latin America,Lima,High-Street,Shop-in-Shop,11/1/24,12/23/24,52,LE-TX283ZSH,Armani Beauty Éclat Fragrance,160.38,2754,129,50.59,2.480769231,20689.02,143208
Clé de Peau Beauté,Europe,Madrid,Department Store Atrium,Shop-in-Shop,11/30/24,1/18/25,49,LE-2Q20P8WY,Clé de Peau Beauté Opulence Eyeshadow Palette,86,1632,2033,62.38,41.48979592,174838,79968
Huda Beauty,Europe,Milan,Luxury Mall,Standalone Pop-Up,11/29/24,12/24/24,25,LE-N4KAL5V1,Huda Beauty Opulence Setting Powder,71.08,1421,2027,70.55,81.08,144079.16,35525
Clé de Peau Beauté,Latin America,Buenos Aires,Department Store Atrium,Mobile Pop-Up Truck,8/9/24,9/7/24,29,LE-X0Q05N8Q,Clé de Peau Beauté Glow Mascara,47.26,1245,3187,72.35,109.8965517,150617.62,36105
Clé de Peau Beauté,Asia-Pacific,Seoul,Department Store Atrium,Shop-in-Shop,2/19/24,3/27/24,37,LE-89IYXDFZ,Clé de Peau Beauté Rouge Blush,56.35,723,629,69.05,17,35444.15,26751
Shiseido,North America,Toronto,Department Store Atrium,Shop-in-Shop,5/17/25,6/20/25,34,LE-EBJ29OI2,Shiseido Glow Mascara,67.46,1227,2652,81.45,78,178903.92,41718
Tom Ford Beauty,Middle East,Doha,Luxury Mall,Standalone Pop-Up,3/29/25,4/28/25,30,LE-7RV9QGBJ,Tom Ford Beauty Noir Primer,82.49,769,3619,78.47,120.6333333,298531.31,23070
Charlotte Tilbury,North America,Los Angeles,Art/Design District,Standalone Pop-Up,1/12/25,2/10/25,29,LE-92VEAPC8,Charlotte Tilbury Glow Lipstick,75.96,1520,699,61.91,24.10344828,53096.04,44080
Pat McGrath Labs,Middle East,Riyadh,Luxury Mall,Shop-in-Shop,1/3/25,1/28/25,25,LE-4CKOA03O,Pat McGrath Labs Mirage Fragrance,178.04,1723,2078,82.76,83.12,369967.12,43075
Pat McGrath Labs,Latin America,São Paulo,Airport Duty-Free,Shop-in-Shop,3/7/24,3/14/24,7,LE-CYHDGPMI,Pat McGrath Labs Rouge Mascara,33.61,1365,1616,47.45,230.8571429,54313.76,9555
Clé de Peau Beauté,Europe,Paris,Art/Design District,Mobile Pop-Up Truck,6/16/24,9/14/24,90,LE-YTJU5D0Y,Clé de Peau Beauté Rouge Primer,52.27,666,1239,85.86,13.76666667,64762.53,59940
MAC Cosmetics,Asia-Pacific,Singapore,Department Store Atrium,Flash Event,5/8/24,5/23/24,15,LE-VHFN8PJR,MAC Cosmetics Éclat Mascara,73.7,1196,1988,67,132.5333333,146515.6,17940
Hourglass,Latin America,São Paulo,Airport Duty-Free,Mall Kiosk,9/10/24,10/2/24,22,LE-0WEWUJ4C,Hourglass Glow Mascara,50.09,1055,1140,88.17,51.81818182,57102.6,23210
Hermès Beauty,Europe,Berlin,Department Store Atrium,Flash Event,11/7/24,2/2/25,87,LE-S57YI714,Hermès Beauty Opulence Fragrance,107.15,569,2094,59.79,24.06896552,224372.1,49503
MAC Cosmetics,Asia-Pacific,Singapore,Airport Duty-Free,Flash Event,3/15/24,4/8/24,24,LE-4AE2UBZW,MAC Cosmetics Éclat Foundation,100.81,1580,2110,60.37,87.91666667,212709.1,37920
La Prairie,Asia-Pacific,Hong Kong,Luxury Mall,Mobile Pop-Up Truck,8/30/24,10/2/24,33,LE-G6TAKT1U,La Prairie Rouge Primer,72.47,1584,609,55.87,18.45454545,44134.23,52272
Guerlain,Middle East,Jeddah,Art/Design District,Flash Event,7/25/24,10/9/24,76,LE-I97FX3IF,Guerlain Lumière Primer,60.77,1080,1221,52.97,16.06578947,74200.17,82080
Estée Lauder,Asia-Pacific,Singapore,Luxury Mall,Flash Event,7/18/24,9/3/24,47,LE-UF4QT15V,Estée Lauder Lumière Lipstick,62.44,1439,2516,68.46,53.53191489,157099.04,67633
Estée Lauder,Europe,Madrid,High-Street,Shop-in-Shop,4/25/25,6/3/25,39,LE-AJ3LZJ9J,Estée Lauder Lumière Highlighter,86.77,2432,1402,88.4,35.94871795,121651.54,94848
Shiseido,Latin America,Mexico City,High-Street,Mall Kiosk,5/8/25,5/22/25,14,LE-C7BT024J,Shiseido Lumière Setting Powder,55.25,2416,483,80.9,34.5,26685.75,33824
Lancôme,Middle East,Abu Dhabi,Art/Design District,Standalone Pop-Up,3/22/24,6/5/24,75,LE-ZIGFVM4V,Lancôme Éclat Lipstick,65.08,1044,661,46.22,8.813333333,43017.88,78300
Givenchy Beauty,Latin America,Mexico City,High-Street,Mobile Pop-Up Truck,5/12/25,6/19/25,38,LE-ZM2F0XQE,Givenchy Beauty Éclat Mascara,62.89,1907,197,71.9,5.184210526,12389.33,72466
Givenchy Beauty,Europe,Madrid,Department Store Atrium,Standalone Pop-Up,7/10/25,8/10/25,31,LE-E6JZ4LRY,Givenchy Beauty Éclat Mascara,31.78,862,995,73,32.09677419,31621.1,26722
Sisley-Paris,Asia-Pacific,Tokyo,Department Store Atrium,Standalone Pop-Up,5/19/25,7/5/25,47,LE-MVCIPYPS,Sisley-Paris Mirage Blush,42.69,1476,2293,79.81,48.78723404,97888.17,69372
Valentino Beauty,Europe,Berlin,Airport Duty-Free,Mobile Pop-Up Truck,7/4/24,8/8/24,35,LE-950QWR3N,Valentino Beauty Satin Blush,39.54,818,3754,93.36,107.2571429,148433.16,28630
Rare Beauty,Latin America,São Paulo,Luxury Mall,Mall Kiosk,3/16/25,3/27/25,11,LE-S4ENLZOJ,Rare Beauty Lumière Blush,48.25,1063,612,50.25,55.63636364,29529,11693
YSL Beauty,Latin America,São Paulo,Airport Duty-Free,Flash Event,3/29/25,4/15/25,17,LE-3J5J5CPC,YSL Beauty Noir Eyeshadow Palette,112.21,2010,2609,69.06,153.4705882,292755.89,34170
Charlotte Tilbury,North America,Miami,Luxury Mall,Shop-in-Shop,4/18/24,4/27/24,9,LE-R20KH10F,Charlotte Tilbury Pearl Mascara,57.51,922,3099,67.53,344.3333333,178223.49,8298
Charlotte Tilbury,Europe,Madrid,Luxury Mall,Shop-in-Shop,5/22/24,8/17/24,87,LE-XC3B84GR,Charlotte Tilbury Rouge Foundation,46.14,1391,2300,69.97,26.43678161,106122,121017
Charlotte Tilbury,North America,Toronto,Luxury Mall,Mall Kiosk,2/27/24,3/4/24,6,LE-E1AOZZ3X,Charlotte Tilbury Pearl Foundation,70.28,1195,3760,83.41,626.6666667,264252.8,7170
Huda Beauty,Middle East,Doha,Airport Duty-Free,Flash Event,12/21/24,12/30/24,9,LE-BF01Z0TN,Huda Beauty Rouge Serum,251.31,1982,896,61.54,99.55555556,225173.76,17838
YSL Beauty,North America,Miami,Airport Duty-Free,Flash Event,1/1/25,1/9/25,8,LE-USD5YK0V,YSL Beauty Mirage Lipstick,31.45,852,448,88.54,56,14089.6,6816
Givenchy Beauty,Middle East,Doha,Luxury Mall,Mall Kiosk,7/4/24,7/9/24,5,LE-66HZOWEJ,Givenchy Beauty Velvet Foundation,98.57,1743,853,95.74,170.6,84080.21,8715
Clé de Peau Beauté,Europe,Milan,Art/Design District,Mobile Pop-Up Truck,3/20/25,6/16/25,88,LE-MJO8PK08,Clé de Peau Beauté Velvet Lipstick,70.5,1290,1319,69.94,14.98863636,92989.5,113520
La Prairie,Middle East,Jeddah,Art/Design District,Standalone Pop-Up,2/24/25,3/20/25,24,LE-LBC8YM0Z,La Prairie Rouge Primer,74.76,632,129,47.96,5.375,9644.04,15168
Pat McGrath Labs,Middle East,Riyadh,Luxury Mall,Standalone Pop-Up,9/28/24,12/14/24,77,LE-EGNMB1MZ,Pat McGrath Labs Rouge Serum,233.48,1252,2326,70.98,30.20779221,543074.48,96404
Sisley-Paris,Europe,Paris,Department Store Atrium,Mobile Pop-Up Truck,1/29/25,3/15/25,45,LE-QJPREMWE,Sisley-Paris Lumière Setting Powder,49.11,1742,3458,70.53,76.84444444,169822.38,78390
Guerlain,Latin America,Mexico City,Art/Design District,Shop-in-Shop,4/27/25,5/16/25,19,LE-71JFUU1T,Guerlain Rouge Foundation,81.75,1222,2111,73.17,111.1052632,172574.25,23218
Guerlain,Europe,Milan,Department Store Atrium,Flash Event,1/14/25,2/18/25,35,LE-7T2CPF87,Guerlain Pearl Lipstick,79.68,773,1721,48.13,49.17142857,137129.28,27055
Bobbi Brown,North America,Chicago,Airport Duty-Free,Standalone Pop-Up,3/2/24,3/27/24,25,LE-W241HY0Y,Bobbi Brown Glow Foundation,71.5,1254,3545,77.79,141.8,253467.5,31350
La Prairie,Asia-Pacific,Tokyo,High-Street,Shop-in-Shop,5/2/25,5/14/25,12,LE-VRC0R3PL,La Prairie Pearl Primer,69.06,1393,2044,83.57,170.3333333,141158.64,16716
Hermès Beauty,Latin America,São Paulo,Luxury Mall,Flash Event,10/29/24,1/1/25,64,LE-CXGYHXIB,Hermès Beauty Rouge Setting Powder,53.86,837,2391,62.84,37.359375,128779.26,53568
Lancôme,Middle East,Jeddah,Art/Design District,Mobile Pop-Up Truck,4/9/25,4/19/25,10,LE-32A0NK8W,Lancôme Lumière Blush,35.38,809,250,100,25,8845,8090
MAC Cosmetics,North America,Miami,High-Street,Mall Kiosk,5/12/25,6/18/25,37,LE-5MXT26ZD,MAC Cosmetics Éclat Serum,96.68,2603,4127,87.45,111.5405405,398998.36,96311
Guerlain,Latin America,São Paulo,Airport Duty-Free,Flash Event,3/2/24,5/5/24,64,LE-L6HN4HT6,Guerlain Noir Blush,39.96,1283,2247,84.63,35.109375,89790.12,82112
Tom Ford Beauty,Latin America,Lima,Art/Design District,Mobile Pop-Up Truck,3/13/24,4/1/24,19,LE-JWTI0MT2,Tom Ford Beauty Opulence Fragrance,255.2,633,2146,85.02,112.9473684,547659.2,12027
Lancôme,North America,New York,Airport Duty-Free,Standalone Pop-Up,10/16/24,11/27/24,42,LE-5VYA0YDA,Lancôme Noir Fragrance,306.23,2181,2277,78.17,54.21428571,697285.71,91602
Rare Beauty,North America,Chicago,Luxury Mall,Flash Event,8/6/24,8/20/24,14,LE-Z7L6KPQE,Rare Beauty Éclat Foundation,110.04,1195,2318,72.57,165.5714286,255072.72,16730
Armani Beauty,Asia-Pacific,Hong Kong,Department Store Atrium,Mobile Pop-Up Truck,3/19/25,4/12/25,24,LE-IFLA5EXB,Armani Beauty Pearl Foundation,119.8,1244,3716,93.06,154.8333333,445176.8,29856
Huda Beauty,Europe,Berlin,Art/Design District,Mobile Pop-Up Truck,2/23/24,3/26/24,32,LE-MCLCQDYI,Huda Beauty Rouge Mascara,44.14,865,2575,79.57,80.46875,113660.5,27680
Estée Lauder,Europe,Paris,High-Street,Mall Kiosk,2/18/24,5/17/24,89,LE-MQYDJI64,Estée Lauder Opulence Serum,260.03,1280,2085,77.86,23.42696629,542162.55,113920
Sisley-Paris,Europe,Madrid,Airport Duty-Free,Mobile Pop-Up Truck,3/4/24,4/20/24,47,LE-0H8S72S3,Sisley-Paris Glow Serum,241.62,2631,3278,100,69.74468085,792030.36,123657
Pat McGrath Labs,Latin America,Unknown,Airport Duty-Free,Flash Event,6/21/24,9/15/24,86,LE-7QLSMGXO,Pat McGrath Labs Pearl Highlighter,59.99,1792,919,74.47,10.68604651,55130.81,154112
Lancôme,Europe,Madrid,High-Street,Shop-in-Shop,6/17/25,8/11/25,55,LE-VJ1950N6,Lancôme Lumière Highlighter,64.66,2591,1029,72.93,18.70909091,66535.14,142505
Givenchy Beauty,Latin America,Mexico City,Art/Design District,Standalone Pop-Up,1/20/25,2/20/25,31,LE-6UG1OG5B,Givenchy Beauty Noir Blush,64.36,570,4550,92.9,146.7741935,292838,17670
Shiseido,North America,New York,Luxury Mall,Standalone Pop-Up,5/24/24,7/16/24,53,LE-I7NFEUEV,Shiseido Pearl Mascara,61.63,1667,1963,99.59,37.03773585,120979.69,88351
Hermès Beauty,Europe,London,Luxury Mall,Shop-in-Shop,5/7/25,7/3/25,57,LE-6C8BPRX8,Hermès Beauty Opulence Fragrance,222.32,1047,733,53.94,12.85964912,162960.56,59679
YSL Beauty,Middle East,Abu Dhabi,Luxury Mall,Shop-in-Shop,4/21/25,5/15/25,24,LE-6O5QEZRI,YSL Beauty Pearl Primer,55.2,930,1527,81.18,63.625,84290.4,22320
La Prairie,Latin America,Bogotá,Art/Design District,Standalone Pop-Up,10/17/24,11/30/24,44,LE-9P3Z0RMO,La Prairie Éclat Fragrance,394.1,655,1927,95.44,43.79545455,759430.7,28820
La Prairie,Middle East,Dubai,Art/Design District,Mobile Pop-Up Truck,7/1/25,7/28/25,27,LE-7GOIIGYD,La Prairie Rouge Lipstick,74.64,729,2185,99.73,80.92592593,163088.4,19683
Hourglass,Europe,Paris,Art/Design District,Mall Kiosk,3/16/24,4/30/24,45,LE-UAN8UA7U,Hourglass Noir Serum,246.34,1199,494,44.3,10.97777778,121691.96,53955
Chanel,Latin America,São Paulo,Department Store Atrium,Flash Event,5/20/24,7/9/24,50,LE-GHIDIJ3Y,Chanel Pearl Serum,194.85,1759,2012,55.94,40.24,392038.2,87950
Chanel,Asia-Pacific,Singapore,Luxury Mall,Shop-in-Shop,2/20/25,4/17/25,56,LE-1C40BT5W,Chanel Pearl Blush,57.95,1489,386,68.08,6.892857143,22368.7,83384
Clé de Peau Beauté,Europe,Madrid,Airport Duty-Free,Mall Kiosk,3/14/25,6/10/25,88,LE-YTFIY1HJ,Clé de Peau Beauté Opulence Highlighter,49.87,2067,642,94.55,7.295454545,32016.54,181896
Chanel,Asia-Pacific,Seoul,Luxury Mall,Shop-in-Shop,11/4/24,12/17/24,43,LE-74IC2EII,Chanel Rouge Blush,66.64,1044,1231,69.75,28.62790698,82033.84,44892
Clé de Peau Beauté,Latin America,Lima,High-Street,Standalone Pop-Up,3/29/25,6/3/25,66,LE-P000GVV0,Clé de Peau Beauté Mirage Blush,40.47,2482,1737,72.92,26.31818182,70296.39,163812
Rare Beauty,Latin America,Lima,Airport Duty-Free,Mall Kiosk,2/20/25,3/31/25,39,LE-OD4VRPHW,Rare Beauty Mirage Foundation,67.57,2226,3310,67.81,84.87179487,223656.7,86814
Tom Ford Beauty,Latin America,Bogotá,Art/Design District,Mall Kiosk,3/10/24,5/19/24,70,LE-MNFZ7BWT,Tom Ford Beauty Opulence Setting Powder,82.75,1156,1258,56.97,17.97142857,104099.5,80920
Guerlain,Europe,Unknown,High-Street,Mobile Pop-Up Truck,1/2/25,3/9/25,66,LE-7YDBZOYR,Guerlain Satin Highlighter,75.97,1575,2631,86.43,39.86363636,199877.07,103950
Hermès Beauty,Middle East,Abu Dhabi,Art/Design District,Shop-in-Shop,3/14/25,5/6/25,53,LE-UPDZCQP0,Hermès Beauty Velvet Highlighter,53.03,1245,127,53.59,2.396226415,6734.81,65985
Charlotte Tilbury,Asia-Pacific,Hong Kong,Art/Design District,Shop-in-Shop,6/28/25,7/29/25,31,LE-T6N6LUMP,Charlotte Tilbury Velvet Setting Powder,44.33,493,2703,66.04,87.19354839,119823.99,15283
Givenchy Beauty,North America,Miami,Luxury Mall,Shop-in-Shop,7/17/24,8/19/24,33,LE-G8WVIRAU,Givenchy Beauty Rouge Foundation,45.88,1512,1996,65.46,60.48484848,91576.48,49896
Chanel,North America,Toronto,High-Street,Standalone Pop-Up,2/1/25,4/11/25,69,LE-ZLX9RES7,Chanel Mirage Serum,231.64,1230,1808,70.24,26.20289855,418805.12,84870
YSL Beauty,Asia-Pacific,Tokyo,Luxury Mall,Shop-in-Shop,10/7/24,12/18/24,72,LE-4P90X4HF,YSL Beauty Pearl Eyeshadow Palette,67.95,1168,123,53.02,1.708333333,8357.85,84096
Hermès Beauty,Middle East,Jeddah,High-Street,Shop-in-Shop,4/18/24,5/5/24,17,LE-O0HWJOY4,Hermès Beauty Glow Blush,47.36,2363,1110,73.36,65.29411765,52569.6,40171
Huda Beauty,North America,Toronto,Art/Design District,Mobile Pop-Up Truck,3/19/25,6/10/25,83,LE-WU17SVC6,Huda Beauty Mirage Serum,138.36,1298,3000,63.37,36.14457831,415080,107734
Hourglass,Asia-Pacific,Hong Kong,High-Street,Mobile Pop-Up Truck,4/6/25,6/23/25,78,LE-QOA9D5GV,Hourglass Satin Serum,239.99,2180,2370,76.08,30.38461538,568776.3,170040
Armani Beauty,Europe,London,Department Store Atrium,Standalone Pop-Up,9/19/24,11/24/24,66,LE-E6TNAXOE,Armani Beauty Lumière Fragrance,267.52,1770,844,67.14,12.78787879,225786.88,116820
Rare Beauty,Europe,Paris,Department Store Atrium,Flash Event,3/14/24,4/5/24,22,LE-7C5O837L,Rare Beauty Satin Fragrance,148.69,1169,1201,82.37,54.59090909,178576.69,25718
Fenty Beauty,Europe,Madrid,High-Street,Mobile Pop-Up Truck,7/29/24,10/22/24,85,LE-BBGAW6FO,Fenty Beauty Opulence Highlighter,35.62,1027,796,78.58,9.364705882,28353.52,87295
Valentino Beauty,Middle East,Doha,Department Store Atrium,Shop-in-Shop,6/1/24,7/17/24,46,LE-T83L6S5A,Valentino Beauty Pearl Mascara,59.49,1190,2276,79.97,49.47826087,135399.24,54740
Bobbi Brown,Middle East,Abu Dhabi,Art/Design District,Shop-in-Shop,3/26/25,5/29/25,64,LE-DIXB2NR4,Bobbi Brown Mirage Mascara,47.01,1095,2097,47.42,32.765625,98579.97,70080
YSL Beauty,Middle East,Doha,Art/Design District,Mobile Pop-Up Truck,5/4/25,5/10/25,6,LE-OL0E9LVM,YSL Beauty Lumière Setting Powder,83.93,1107,1392,64.24,232,116830.56,6642
Shiseido,Middle East,Abu Dhabi,Airport Duty-Free,Standalone Pop-Up,9/7/24,10/19/24,42,LE-X3J89GIW,Shiseido Mirage Setting Powder,42.97,1870,4032,88.95,96,173255.04,78540
Guerlain,Middle East,Dubai,Airport Duty-Free,Flash Event,5/14/24,7/30/24,77,LE-GX5SGHUZ,Guerlain Mirage Foundation,108.97,1570,375,61.27,4.87012987,40863.75,120890
Clé de Peau Beauté,Latin America,Unknown,Airport Duty-Free,Standalone Pop-Up,7/11/24,8/2/24,22,LE-QOC8S54K,Clé de Peau Beauté Lumière Blush,36.4,1172,3568,71.59,162.1818182,129875.2,25784
Guerlain,Asia-Pacific,Hong Kong,Department Store Atrium,Flash Event,4/3/25,5/3/25,30,LE-RJUJ6NK9,Guerlain Opulence Mascara,58.31,870,2546,56.04,84.86666667,148457.26,26100
